Date,Primary,Industry,Employment,name
2002 Q1,C.MANU,22Fabricated Metal Product Manufacturing,90,Manufacturing
2002 Q1,C.MANU,23Transport Equipment Manufacturing,94.8,Manufacturing
2002 Q1,C.MANU,24Machinery and Equipment Manufacturing,125.4,Manufacturing
2002 Q1,C.MANU,25Furniture and Other Manufacturing,78.8,Manufacturing
2002 Q1,D.EGWWS,26Electricity Supply,39,"Electricity,Gas"
2002 Q1,D.EGWWS,27Gas Supply,4,"Electricity,Gas"
2002 Q1,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",18.8,"Electricity,Gas"
2002 Q1,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",15.9,"Electricity,Gas"
2002 Q1,E.Const,30 Building Construction,205.7,Construction
2002 Q1,E.Const,31 Heavy and Civil Engineering Construction,51.4,Construction
2002 Q1,E.Const,32 Construction Services,433.6,Construction
2002 Q1,F.Wholesale,"
33 Basic Material Wholesaling",95.9,Wholesale
2002 Q1,F.Wholesale,34 Machinery and Equipment Wholesaling,75.9,Wholesale
2002 Q1,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,26.5,Wholesale
2002 Q1,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",64.9,Wholesale
2002 Q1,F.Wholesale,37 Other Goods Wholesaling,88.2,Wholesale
2002 Q1,F.Wholesale,38 Commission-Based Wholesaling,3.9,Wholesale
2002 Q1,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,9.3,Retail Trade
2002 Q1,G.MVMVPR,40 Fuel Retailing,45.6,Retail Trade
2002 Q1,G.MVMVPR,41 Food Retailing,333.1,Retail Trade
2002 Q1,G.MVMVPR,42 Other Store-Based Retailing,563.2,Retail Trade
2002 Q1,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,3.4,Retail Trade
2002 Q1,H.AFS,44 Accommodation,111.9,Accommodation&Food
2002 Q1,H.AFS,45 Food and Beverage Services,537.3,Accommodation&Food
2002 Q1,I.TPW,46 Road Transport,215.8,Transport
2002 Q1,I.TPW,47 Rail Transport,22.4,Transport
2002 Q1,I.TPW,48 Water Transport,9.4,Transport
2002 Q1,I.TPW,49 Air and Space Transport,47.8,Transport
2002 Q1,I.TPW,50 Other Transport,6.5,Transport
2002 Q1,I.TPW,51 Postal and Courier Pick-up and Delivery Services,79.6,Transport
2002 Q1,I.TPW,52 Transport Support Services,38.5,Transport
2002 Q1,I.TPW,53 Warehousing and Storage Services,20.6,Transport
2002 Q1,J.IMT,54 Publishing (except Internet and Music Publishing),40.6,Media&telecom
2002 Q1,J.IMT,55 Motion Picture and Sound Recording Activities,24.1,Media&telecom
2002 Q1,J.IMT,56 Broadcasting (except Internet),26.2,Media&telecom
2002 Q1,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
2002 Q1,J.IMT,58 Telecommunications Services,92.7,Media&telecom
2002 Q1,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",20.7,Media&telecom
2002 Q1,J.IMT,60 Library and Other Information Services,10.2,Media&telecom
2002 Q1,K.FIS,62 Finance,167.3,Financial
2002 Q1,K.FIS,63 Insurance and Superannuation Funds,74.3,Financial
2002 Q1,K.FIS,64 Auxiliary Finance and Insurance Services,100,Financial
2002 Q1,L.RHRES,66 Rental and Hiring Services (except Real Estate),50,Retal&Realestate
2002 Q1,L.RHRES,67 Property Operators and Real Estate Services,107.2,Retal&Realestate
2002 Q1,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",476,Professional&Scientific
2002 Q1,M.PSTS,70 Computer System Design and Related Services,121.9,Professional&Scientific
2002 Q1,N.ASS,72 Administrative Services,162.8,Administrative
2002 Q1,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",153.3,Administrative
2002 Q1,O.PAS,75 Public Administration,370,Public
2002 Q1,O.PAS,76 Defence,20.6,Public
2002 Q1,O.PAS,"77 Public Order, Safety and Regulatory Services",145.7,Public
2002 Q1,P.EDUTRA,80 Preschool and School Education,420.9,Education
2002 Q1,P.EDUTRA,81 Tertiary Education,165.9,Education
2002 Q1,P.EDUTRA,"82 Adult, Community and Other Education",51.2,Education
2002 Q1,Q.HCSA,84 Hospitals,286.2,Healthcare
2002 Q1,Q.HCSA,85 Medical and Other Health Care Services,243.5,Healthcare
2002 Q1,Q.HCSA,86 Residential Care Services,150.8,Healthcare
2002 Q1,Q.HCSA,87 Social Assistance Services,218.3,Healthcare
2002 Q1,R.ARS,89 Heritage Activities,155,Arts
2002 Q1,R.ARS,90 Creative and Performing Arts Activities,38.7,Arts
2002 Q1,R.ARS,91 Sports and Recreation Activities,70.3,Arts
2002 Q1,R.ARS,92 Gambling Activities,25.8,Arts
2002 Q1,S.Other,94 Repair and Maintenance,224.2,Other
2002 Q1,S.Other,95 Personal and Other Services,177.6,Other
2002 Q1,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,5.7,Other
2002 Q2,A.AFF,01 Agriculture,372.1,Agriculture
2002 Q2,A.AFF,02 Aquaculture,4.4,Agriculture
2002 Q2,A.AFF,03 Forestry and Logging,9.6,Agriculture
2002 Q2,A.AFF,"04 Fishing, Hunting and Trapping",12.7,Agriculture
2002 Q2,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",25.1,Agriculture
2002 Q2,B.MINING,06 Coal Mining,15,Mining
2002 Q2,B.MINING,07 Oil and Gas Extraction,2.6,Mining
2002 Q2,B.MINING,08 Metal Ore Mining,39.1,Mining
2002 Q2,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,10.8,Mining
2002 Q2,B.MINING,10 Exploration and Other Mining Support Services,14,Mining
2002 Q2,C.MANU,11Food Product Manufacturing,178,Manufacturing
2002 Q2,C.MANU,12Beverage and Tobacco Product Manufacturing,23.9,Manufacturing
2002 Q2,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",73,Manufacturing
2002 Q2,C.MANU,14Wood Product Manufacturing,50.1,Manufacturing
2002 Q2,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",27.3,Manufacturing
2002 Q2,C.MANU,16Printing (including the Reproduction of Recorded Media),56.9,Manufacturing
2002 Q2,C.MANU,17Petroleum and Coal Product Manufacturing,10.5,Manufacturing
2002 Q2,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,51.3,Manufacturing
2002 Q2,C.MANU,19Polymer Product and Rubber Product Manufacturing,47.9,Manufacturing
2002 Q2,C.MANU,20Non-Metallic Mineral Product Manufacturing,41,Manufacturing
2002 Q2,C.MANU,21Primary Metal and Metal Product Manufacturing,64.8,Manufacturing
2002 Q2,C.MANU,22Fabricated Metal Product Manufacturing,95.1,Manufacturing
2002 Q2,C.MANU,23Transport Equipment Manufacturing,94.1,Manufacturing
2002 Q2,C.MANU,24Machinery and Equipment Manufacturing,128.2,Manufacturing
2002 Q2,C.MANU,25Furniture and Other Manufacturing,83.1,Manufacturing
2002 Q2,D.EGWWS,26Electricity Supply,38.5,"Electricity,Gas"
2002 Q2,D.EGWWS,27Gas Supply,2.9,"Electricity,Gas"
2002 Q2,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",20.5,"Electricity,Gas"
2002 Q2,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",17.2,"Electricity,Gas"
2002 Q2,E.Const,30 Building Construction,211.2,Construction
2002 Q2,E.Const,31 Heavy and Civil Engineering Construction,51.8,Construction
2002 Q2,E.Const,32 Construction Services,437.8,Construction
2002 Q2,F.Wholesale,"
33 Basic Material Wholesaling",105.9,Wholesale
2002 Q2,F.Wholesale,34 Machinery and Equipment Wholesaling,77.6,Wholesale
2002 Q2,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,26.5,Wholesale
2002 Q2,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",62.8,Wholesale
2002 Q2,F.Wholesale,37 Other Goods Wholesaling,77.7,Wholesale
2002 Q2,F.Wholesale,38 Commission-Based Wholesaling,4,Wholesale
2002 Q2,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,12.1,Retail Trade
2002 Q2,G.MVMVPR,40 Fuel Retailing,45.8,Retail Trade
2002 Q2,G.MVMVPR,41 Food Retailing,314.3,Retail Trade
2002 Q2,G.MVMVPR,42 Other Store-Based Retailing,582.7,Retail Trade
2002 Q2,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,3.4,Retail Trade
2002 Q2,H.AFS,44 Accommodation,116,Accommodation&Food
2002 Q2,H.AFS,45 Food and Beverage Services,525.7,Accommodation&Food
2002 Q2,I.TPW,46 Road Transport,223.9,Transport
2002 Q2,I.TPW,47 Rail Transport,25.2,Transport
2002 Q2,I.TPW,48 Water Transport,9.7,Transport
2002 Q2,I.TPW,49 Air and Space Transport,44.8,Transport
2002 Q2,I.TPW,50 Other Transport,7,Transport
2002 Q2,I.TPW,51 Postal and Courier Pick-up and Delivery Services,79.1,Transport
2002 Q2,I.TPW,52 Transport Support Services,36.7,Transport
2002 Q2,I.TPW,53 Warehousing and Storage Services,23.2,Transport
2002 Q2,J.IMT,54 Publishing (except Internet and Music Publishing),40.3,Media&telecom
2002 Q2,J.IMT,55 Motion Picture and Sound Recording Activities,28.5,Media&telecom
2002 Q2,J.IMT,56 Broadcasting (except Internet),28.3,Media&telecom
2002 Q2,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
2002 Q2,J.IMT,58 Telecommunications Services,81.6,Media&telecom
2002 Q2,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",19.8,Media&telecom
2002 Q2,J.IMT,60 Library and Other Information Services,12.8,Media&telecom
2002 Q2,K.FIS,62 Finance,153.8,Financial
2002 Q2,K.FIS,63 Insurance and Superannuation Funds,73.3,Financial
2002 Q2,K.FIS,64 Auxiliary Finance and Insurance Services,110.2,Financial
2002 Q2,L.RHRES,66 Rental and Hiring Services (except Real Estate),43.3,Retal&Realestate
2002 Q2,L.RHRES,67 Property Operators and Real Estate Services,106.9,Retal&Realestate
2002 Q2,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",478.8,Professional&Scientific
2002 Q2,M.PSTS,70 Computer System Design and Related Services,121.7,Professional&Scientific
2002 Q2,N.ASS,72 Administrative Services,164.3,Administrative
2002 Q2,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",156.6,Administrative
2002 Q2,O.PAS,75 Public Administration,370.1,Public
2002 Q2,O.PAS,76 Defence,17.8,Public
2002 Q2,O.PAS,"77 Public Order, Safety and Regulatory Services",153.8,Public
2002 Q2,P.EDUTRA,80 Preschool and School Education,431.9,Education
2002 Q2,P.EDUTRA,81 Tertiary Education,182.3,Education
2002 Q2,P.EDUTRA,"82 Adult, Community and Other Education",54.4,Education
2002 Q2,Q.HCSA,84 Hospitals,280.8,Healthcare
2002 Q2,Q.HCSA,85 Medical and Other Health Care Services,248.1,Healthcare
2002 Q2,Q.HCSA,86 Residential Care Services,149.6,Healthcare
2002 Q2,Q.HCSA,87 Social Assistance Services,223.2,Healthcare
2002 Q2,R.ARS,89 Heritage Activities,148.7,Arts
2002 Q2,R.ARS,90 Creative and Performing Arts Activities,30.9,Arts
2002 Q2,R.ARS,91 Sports and Recreation Activities,74.3,Arts
2002 Q2,R.ARS,92 Gambling Activities,24.9,Arts
2002 Q2,S.Other,94 Repair and Maintenance,227.2,Other
2002 Q2,S.Other,95 Personal and Other Services,183,Other
2002 Q2,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,6.1,Other
2002 Q3,A.AFF,01 Agriculture,341.2,Agriculture
2002 Q3,A.AFF,02 Aquaculture,6.9,Agriculture
2002 Q3,A.AFF,03 Forestry and Logging,6.8,Agriculture
2002 Q3,A.AFF,"04 Fishing, Hunting and Trapping",12.5,Agriculture
2002 Q3,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",23.1,Agriculture
2002 Q3,B.MINING,06 Coal Mining,17.2,Mining
2002 Q3,B.MINING,07 Oil and Gas Extraction,4.7,Mining
2002 Q3,B.MINING,08 Metal Ore Mining,33.9,Mining
2002 Q3,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,6.9,Mining
2002 Q3,B.MINING,10 Exploration and Other Mining Support Services,14.4,Mining
2002 Q3,C.MANU,11Food Product Manufacturing,181,Manufacturing
2002 Q3,C.MANU,12Beverage and Tobacco Product Manufacturing,25.1,Manufacturing
2002 Q3,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",79.3,Manufacturing
2002 Q3,C.MANU,14Wood Product Manufacturing,48.8,Manufacturing
2002 Q3,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",24.9,Manufacturing
2002 Q3,C.MANU,16Printing (including the Reproduction of Recorded Media),60.5,Manufacturing
2002 Q3,C.MANU,17Petroleum and Coal Product Manufacturing,13.1,Manufacturing
2002 Q3,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,51.4,Manufacturing
2002 Q3,C.MANU,19Polymer Product and Rubber Product Manufacturing,48.1,Manufacturing
2002 Q3,C.MANU,20Non-Metallic Mineral Product Manufacturing,47.6,Manufacturing
2002 Q3,C.MANU,21Primary Metal and Metal Product Manufacturing,69.3,Manufacturing
2002 Q3,C.MANU,22Fabricated Metal Product Manufacturing,93.7,Manufacturing
2002 Q3,C.MANU,23Transport Equipment Manufacturing,104,Manufacturing
2002 Q3,C.MANU,24Machinery and Equipment Manufacturing,116.6,Manufacturing
2002 Q3,C.MANU,25Furniture and Other Manufacturing,72,Manufacturing
2002 Q3,D.EGWWS,26Electricity Supply,37.3,"Electricity,Gas"
2002 Q3,D.EGWWS,27Gas Supply,5.9,"Electricity,Gas"
2002 Q3,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",23.2,"Electricity,Gas"
2002 Q3,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",15.9,"Electricity,Gas"
2002 Q3,E.Const,30 Building Construction,183.9,Construction
2002 Q3,E.Const,31 Heavy and Civil Engineering Construction,50,Construction
2002 Q3,E.Const,32 Construction Services,437.8,Construction
2002 Q3,F.Wholesale,"
33 Basic Material Wholesaling",99,Wholesale
2002 Q3,F.Wholesale,34 Machinery and Equipment Wholesaling,75.8,Wholesale
2002 Q3,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,22.1,Wholesale
2002 Q3,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",62.4,Wholesale
2002 Q3,F.Wholesale,37 Other Goods Wholesaling,78.8,Wholesale
2002 Q3,F.Wholesale,38 Commission-Based Wholesaling,3.4,Wholesale
2002 Q3,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,11.3,Retail Trade
2002 Q3,G.MVMVPR,40 Fuel Retailing,45,Retail Trade
2002 Q3,G.MVMVPR,41 Food Retailing,314.1,Retail Trade
2002 Q3,G.MVMVPR,42 Other Store-Based Retailing,592.9,Retail Trade
2002 Q3,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,3.7,Retail Trade
2002 Q3,H.AFS,44 Accommodation,109.6,Accommodation&Food
2002 Q3,H.AFS,45 Food and Beverage Services,493.5,Accommodation&Food
2002 Q3,I.TPW,46 Road Transport,204.2,Transport
2002 Q3,I.TPW,47 Rail Transport,28.4,Transport
2002 Q3,I.TPW,48 Water Transport,7.9,Transport
2002 Q3,I.TPW,49 Air and Space Transport,45.2,Transport
2002 Q3,I.TPW,50 Other Transport,6.9,Transport
2002 Q3,I.TPW,51 Postal and Courier Pick-up and Delivery Services,78.9,Transport
2002 Q3,I.TPW,52 Transport Support Services,36.3,Transport
2002 Q3,I.TPW,53 Warehousing and Storage Services,27.7,Transport
2002 Q3,J.IMT,54 Publishing (except Internet and Music Publishing),44.3,Media&telecom
2002 Q3,J.IMT,55 Motion Picture and Sound Recording Activities,28.3,Media&telecom
2002 Q3,J.IMT,56 Broadcasting (except Internet),30.5,Media&telecom
2002 Q3,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
2002 Q3,J.IMT,58 Telecommunications Services,85.6,Media&telecom
2002 Q3,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",20.7,Media&telecom
2002 Q3,J.IMT,60 Library and Other Information Services,11.2,Media&telecom
2002 Q3,K.FIS,62 Finance,161.2,Financial
2002 Q3,K.FIS,63 Insurance and Superannuation Funds,73.6,Financial
2002 Q3,K.FIS,64 Auxiliary Finance and Insurance Services,99.3,Financial
2002 Q3,L.RHRES,66 Rental and Hiring Services (except Real Estate),41,Retal&Realestate
2002 Q3,L.RHRES,67 Property Operators and Real Estate Services,113.4,Retal&Realestate
2002 Q3,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",482.6,Professional&Scientific
2002 Q3,M.PSTS,70 Computer System Design and Related Services,127,Professional&Scientific
2002 Q3,N.ASS,72 Administrative Services,177.7,Administrative
2002 Q3,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",165.4,Administrative
2002 Q3,O.PAS,75 Public Administration,372.2,Public
2002 Q3,O.PAS,76 Defence,17.1,Public
2002 Q3,O.PAS,"77 Public Order, Safety and Regulatory Services",149.4,Public
2002 Q3,P.EDUTRA,80 Preschool and School Education,466.2,Education
2002 Q3,P.EDUTRA,81 Tertiary Education,175,Education
2002 Q3,P.EDUTRA,"82 Adult, Community and Other Education",58,Education
2002 Q3,Q.HCSA,84 Hospitals,293,Healthcare
2002 Q3,Q.HCSA,85 Medical and Other Health Care Services,256.3,Healthcare
2002 Q3,Q.HCSA,86 Residential Care Services,152.6,Healthcare
2002 Q3,Q.HCSA,87 Social Assistance Services,217.9,Healthcare
2002 Q3,R.ARS,89 Heritage Activities,153.3,Arts
2002 Q3,R.ARS,90 Creative and Performing Arts Activities,31.4,Arts
2002 Q3,R.ARS,91 Sports and Recreation Activities,77.6,Arts
2002 Q3,R.ARS,92 Gambling Activities,24.1,Arts
2002 Q3,S.Other,94 Repair and Maintenance,221.1,Other
2002 Q3,S.Other,95 Personal and Other Services,199.6,Other
2002 Q3,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,6.6,Other
2002 Q4,A.AFF,01 Agriculture,314.4,Agriculture
2002 Q4,A.AFF,02 Aquaculture,4.2,Agriculture
2002 Q4,A.AFF,03 Forestry and Logging,7.7,Agriculture
2002 Q4,A.AFF,"04 Fishing, Hunting and Trapping",9.7,Agriculture
2002 Q4,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",24.2,Agriculture
2002 Q4,B.MINING,06 Coal Mining,22.3,Mining
2002 Q4,B.MINING,07 Oil and Gas Extraction,4.1,Mining
2002 Q4,B.MINING,08 Metal Ore Mining,36,Mining
2002 Q4,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,11.2,Mining
2002 Q4,B.MINING,10 Exploration and Other Mining Support Services,14.5,Mining
2002 Q4,C.MANU,11Food Product Manufacturing,178,Manufacturing
2002 Q4,C.MANU,12Beverage and Tobacco Product Manufacturing,23.1,Manufacturing
2002 Q4,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",76.3,Manufacturing
2002 Q4,C.MANU,14Wood Product Manufacturing,58.9,Manufacturing
2002 Q4,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",25.6,Manufacturing
2002 Q4,C.MANU,16Printing (including the Reproduction of Recorded Media),58.9,Manufacturing
2002 Q4,C.MANU,17Petroleum and Coal Product Manufacturing,10,Manufacturing
2002 Q4,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,53.6,Manufacturing
2002 Q4,C.MANU,19Polymer Product and Rubber Product Manufacturing,51.5,Manufacturing
2002 Q4,C.MANU,20Non-Metallic Mineral Product Manufacturing,44.8,Manufacturing
2002 Q4,C.MANU,21Primary Metal and Metal Product Manufacturing,71.3,Manufacturing
2002 Q4,C.MANU,22Fabricated Metal Product Manufacturing,89.1,Manufacturing
2002 Q4,C.MANU,23Transport Equipment Manufacturing,117.4,Manufacturing
2002 Q4,C.MANU,24Machinery and Equipment Manufacturing,118.4,Manufacturing
2002 Q4,C.MANU,25Furniture and Other Manufacturing,75.7,Manufacturing
2002 Q4,D.EGWWS,26Electricity Supply,43.9,"Electricity,Gas"
2002 Q4,D.EGWWS,27Gas Supply,6,"Electricity,Gas"
2002 Q4,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",22.8,"Electricity,Gas"
2002 Q4,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",16.8,"Electricity,Gas"
2002 Q4,E.Const,30 Building Construction,182.5,Construction
2002 Q4,E.Const,31 Heavy and Civil Engineering Construction,49.9,Construction
2002 Q4,E.Const,32 Construction Services,467,Construction
2002 Q4,F.Wholesale,"
33 Basic Material Wholesaling",94.2,Wholesale
2002 Q4,F.Wholesale,34 Machinery and Equipment Wholesaling,79.7,Wholesale
2002 Q4,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,20.8,Wholesale
2002 Q4,F.Wholesale,"36 Grocery, Liquor and Tobacco Product Wholesaling",60.7,Wholesale
2002 Q4,F.Wholesale,37 Other Goods Wholesaling,97,Wholesale
2002 Q4,F.Wholesale,38 Commission-Based Wholesaling,3.5,Wholesale
2002 Q4,G.MVMVPR,39Motor Vehicle and Motor Vehicle Parts Retailing,10.8,Retail Trade
2002 Q4,G.MVMVPR,40 Fuel Retailing,42.9,Retail Trade
2002 Q4,G.MVMVPR,41 Food Retailing,335.2,Retail Trade
2002 Q4,G.MVMVPR,42 Other Store-Based Retailing,617.5,Retail Trade
2002 Q4,G.MVMVPR,43 Non-Store Retailing and Retail Commission Based Buying and/or Selling,3.7,Retail Trade
2002 Q4,H.AFS,44 Accommodation,114,Accommodation&Food
2002 Q4,H.AFS,45 Food and Beverage Services,523,Accommodation&Food
2002 Q4,I.TPW,46 Road Transport,212.8,Transport
2002 Q4,I.TPW,47 Rail Transport,29.5,Transport
2002 Q4,I.TPW,48 Water Transport,10.4,Transport
2002 Q4,I.TPW,49 Air and Space Transport,42.2,Transport
2002 Q4,I.TPW,50 Other Transport,8.2,Transport
2002 Q4,I.TPW,51 Postal and Courier Pick-up and Delivery Services,76.3,Transport
2002 Q4,I.TPW,52 Transport Support Services,33.6,Transport
2002 Q4,I.TPW,53 Warehousing and Storage Services,27.2,Transport
2002 Q4,J.IMT,54 Publishing (except Internet and Music Publishing),49.4,Media&telecom
2002 Q4,J.IMT,55 Motion Picture and Sound Recording Activities,25.8,Media&telecom
2002 Q4,J.IMT,56 Broadcasting (except Internet),25.1,Media&telecom
2002 Q4,J.IMT,57 Internet Publishing and Broadcasting,0,Media&telecom
2002 Q4,J.IMT,58 Telecommunications Services,85.3,Media&telecom
2002 Q4,J.IMT,"59 Internet Service Providers, Web Search Portals and Data Processing Services",20.3,Media&telecom
2002 Q4,J.IMT,60 Library and Other Information Services,14,Media&telecom
2002 Q4,K.FIS,62 Finance,173.3,Financial
2002 Q4,K.FIS,63 Insurance and Superannuation Funds,69,Financial
2002 Q4,K.FIS,64 Auxiliary Finance and Insurance Services,97.3,Financial
2002 Q4,L.RHRES,66 Rental and Hiring Services (except Real Estate),41.4,Retal&Realestate
2002 Q4,L.RHRES,67 Property Operators and Real Estate Services,113,Retal&Realestate
2002 Q4,M.PSTS,"69 Professional, Scientific and Technical Services (Except Computer System)
Design and Related Services)",472.4,Professional&Scientific
2002 Q4,M.PSTS,70 Computer System Design and Related Services,123.1,Professional&Scientific
2002 Q4,N.ASS,72 Administrative Services,170.9,Administrative
2002 Q4,N.ASS,"73 Building Cleaning, Pest Control and Other Support Services",163.8,Administrative
2002 Q4,O.PAS,75 Public Administration,400.1,Public
2002 Q4,O.PAS,76 Defence,25.1,Public
2002 Q4,O.PAS,"77 Public Order, Safety and Regulatory Services",154.4,Public
2002 Q4,P.EDUTRA,80 Preschool and School Education,457.1,Education
2002 Q4,P.EDUTRA,81 Tertiary Education,176.2,Education
2002 Q4,P.EDUTRA,"82 Adult, Community and Other Education",56,Education
2002 Q4,Q.HCSA,84 Hospitals,300.4,Healthcare
2002 Q4,Q.HCSA,85 Medical and Other Health Care Services,255.4,Healthcare
2002 Q4,Q.HCSA,86 Residential Care Services,155.8,Healthcare
2002 Q4,Q.HCSA,87 Social Assistance Services,226.2,Healthcare
2002 Q4,R.ARS,89 Heritage Activities,149.5,Arts
2002 Q4,R.ARS,90 Creative and Performing Arts Activities,31.3,Arts
2002 Q4,R.ARS,91 Sports and Recreation Activities,74.9,Arts
2002 Q4,R.ARS,92 Gambling Activities,24.5,Arts
2002 Q4,S.Other,94 Repair and Maintenance,215.3,Other
2002 Q4,S.Other,95 Personal and Other Services,200.8,Other
2002 Q4,S.Other,96 Private Households Employing Staff and Undifferentiated Goods- and Service- Producing Activities of Households for Own Use,5.2,Other
2003 Q1,A.AFF,01 Agriculture,305.7,Agriculture
2003 Q1,A.AFF,02 Aquaculture,3.6,Agriculture
2003 Q1,A.AFF,03 Forestry and Logging,5.6,Agriculture
2003 Q1,A.AFF,"04 Fishing, Hunting and Trapping",13.3,Agriculture
2003 Q1,A.AFF,"05 Agriculture, Forestry and Fishing Support Services",23.8,Agriculture
2003 Q1,B.MINING,06 Coal Mining,23.1,Mining
2003 Q1,B.MINING,07 Oil and Gas Extraction,4.1,Mining
2003 Q1,B.MINING,08 Metal Ore Mining,36.8,Mining
2003 Q1,B.MINING,09 Non-Metallic Mineral Mining and Quarrying,11.9,Mining
2003 Q1,B.MINING,10 Exploration and Other Mining Support Services,15.5,Mining
2003 Q1,C.MANU,11Food Product Manufacturing,181.6,Manufacturing
2003 Q1,C.MANU,12Beverage and Tobacco Product Manufacturing,26.6,Manufacturing
2003 Q1,C.MANU,"13Textile, Leather, Clothing and Footwear Manufacturing",67.7,Manufacturing
2003 Q1,C.MANU,14Wood Product Manufacturing,54.2,Manufacturing
2003 Q1,C.MANU,"15Pulp, Paper and Converted Paper Product Manufacturing",24.7,Manufacturing
2003 Q1,C.MANU,16Printing (including the Reproduction of Recorded Media),61.5,Manufacturing
2003 Q1,C.MANU,17Petroleum and Coal Product Manufacturing,8.4,Manufacturing
2003 Q1,C.MANU,18 Basic Chemical and Chemical Product Manufacturing,48.6,Manufacturing
2003 Q1,C.MANU,19Polymer Product and Rubber Product Manufacturing,55.1,Manufacturing
2003 Q1,C.MANU,20Non-Metallic Mineral Product Manufacturing,46.8,Manufacturing
2003 Q1,C.MANU,21Primary Metal and Metal Product Manufacturing,73.2,Manufacturing
2003 Q1,C.MANU,22Fabricated Metal Product Manufacturing,92.4,Manufacturing
2003 Q1,C.MANU,23Transport Equipment Manufacturing,115.9,Manufacturing
2003 Q1,C.MANU,24Machinery and Equipment Manufacturing,111.8,Manufacturing
2003 Q1,C.MANU,25Furniture and Other Manufacturing,72.3,Manufacturing
2003 Q1,D.EGWWS,26Electricity Supply,42.6,"Electricity,Gas"
2003 Q1,D.EGWWS,27Gas Supply,5.3,"Electricity,Gas"
2003 Q1,D.EGWWS,"28Water Supply, Sewerage and Drainage Services",22.5,"Electricity,Gas"
2003 Q1,D.EGWWS,"29Waste Collection, Treatment and Disposal Services",17.9,"Electricity,Gas"
2003 Q1,E.Const,30 Building Construction,189.9,Construction
2003 Q1,E.Const,31 Heavy and Civil Engineering Construction,44.8,Construction
2003 Q1,E.Const,32 Construction Services,511.2,Construction
2003 Q1,F.Wholesale,"
33 Basic Material Wholesaling",96.6,Wholesale
2003 Q1,F.Wholesale,34 Machinery and Equipment Wholesaling,82,Wholesale
2003 Q1,F.Wholesale,35 Motor Vehicle and Motor Vehicle Parts Wholesaling,25.7,Wholesale
